nsub,bloque,altura,condicion,itrial,distancia,respuesta
6.0,0.0,0.0,0.0,2.0,2.9,3.0
6.0,0.0,0.0,0.0,3.0,4.2,3.0
6.0,0.0,0.0,0.0,3.0,4.2,3.0
6.0,0.0,0.0,0.0,3.0,4.2,5.0
6.0,0.0,0.0,0.0,2.0,2.9,4.0
6.0,0.0,0.0,0.0,3.0,4.2,4.0
6.0,0.0,0.0,0.0,1.0,2.0,2.0
6.0,0.0,0.0,0.0,4.0,6.0,6.0
6.0,0.0,0.0,0.0,2.0,2.9,3.0
6.0,0.0,0.0,0.0,1.0,2.0,2.0
6.0,0.0,0.0,0.0,2.0,2.9,4.0
6.0,0.0,0.0,0.0,2.0,2.9,3.0
6.0,0.0,0.0,0.0,4.0,6.0,6.0
6.0,0.0,0.0,0.0,2.0,2.9,3.0
6.0,0.0,0.0,0.0,1.0,2.0,1.0
6.0,0.0,0.0,0.0,4.0,6.0,7.0
6.0,0.0,0.0,0.0,1.0,2.0,2.0
6.0,0.0,0.0,0.0,4.0,6.0,6.0
6.0,0.0,0.0,0.0,4.0,6.0,5.0
6.0,0.0,0.0,0.0,3.0,4.2,6.0
